contrato,status,data_vigencia,data_checagem,verificado,dias_atraso,parcela_atual,valor_parcela,vencimento_mes_atual,data_para_checar,dias_desde_vencimento,d3_cai_proximo_mes,pode_checar,deve_checar_hoje,motivo
2467956000,Pago,2025-05-29,2025-06-04,False,,1,236.3,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2469631000,Pago,2025-05-30,2025-06-04,False,,1,220.95,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2180931000,Em dia,2024-07-29,2025-03-28,False,,8,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2180919000,Em dia,2024-07-29,2025-03-28,False,,8,86.7,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2180916000,Pago,2024-07-29,2025-03-28,False,,9,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2180912000,Pago,2024-07-29,2025-03-28,False,,9,86.7,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2180909000,Em dia,2024-07-29,2025-03-28,False,,8,262.08,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2180906000,Pago,2024-07-29,2025-03-28,False,,9,115.6,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2180905000,Em dia,2024-07-29,2025-03-28,False,,8,86.7,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2180902000,Pago,2024-07-29,2025-03-28,False,,9,236.3,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2498149000,Pago,2025-06-30,2025-07-07,False,,1,57.8,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2469621000,Pago,2025-05-30,2025-06-04,False,,1,86.7,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2429905000,Pago,2025-04-29,2025-05-06,False,,1,149.4,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2180901000,Pago,2024-07-29,2025-03-28,False,,9,147.3,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2444999000,Cancelado por Inadimplência,2025-05-09,2025-06-04,False,,1,57.8,2025-12-09,2025-12-12,,False,True,False,Status: Cancelado por Inadimplência
2469620000,Pago,2025-05-30,2025-06-04,False,,1,86.7,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2526161000,Pago,2025-07-31,2025-08-06,False,,1,189.04,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526518000,Pago,2025-07-31,2025-08-06,False,,1,115.6,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526511000,Pago,2025-07-31,2025-08-06,False,,1,141.78,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526519000,Pago,2025-07-31,2025-08-06,False,,1,141.78,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526513000,Pago,2025-07-31,2025-08-06,False,,1,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526510000,Pago,2025-07-31,2025-08-06,False,,1,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2180899000,Pago,2024-07-29,2025-03-28,False,,9,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2180898000,Em dia,2024-07-29,2025-03-28,False,,8,60.99,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2180876000,Em dia,2024-07-29,2025-03-28,False,,8,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2431942000,Pago,2025-04-30,2025-05-06,False,,1,57.8,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2180870000,Em dia,2024-07-29,2025-03-28,False,,8,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2180834000,Em dia,2024-07-29,2025-03-28,False,,8,149.4,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2498550000,Pago,2025-06-30,2025-07-07,False,,1,57.8,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2526491000,Pago,2025-07-31,2025-08-06,False,,1,220.95,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526504000,Pago,2025-07-31,2025-08-06,False,,1,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2088242000,Em dia,2024-04-29,2025-03-28,False,,11,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2526503000,Pago,2025-07-31,2025-08-06,False,,1,115.6,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526501000,Pago,2025-07-31,2025-08-06,False,,1,115.6,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2525543000,Pago,2025-07-30,2025-08-06,False,,1,57.8,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2171235000,Em dia,2024-06-29,2025-03-28,False,,8,89.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2469608000,Pago,2025-05-30,2025-06-04,False,,1,144.5,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2553046000,Pago,2025-08-29,2025-09-05,False,,1,115.6,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2429917000,Pago,2025-04-29,2025-05-06,False,,1,86.7,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2431888000,Pago,2025-04-30,2025-05-06,False,,1,224.64,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2346597000,Pago,2025-01-31,2025-04-01,False,,3,147.3,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2346598000,Pago,2025-01-31,2025-04-01,False,,3,86.7,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526502000,Pago,2025-07-31,2025-08-06,False,,1,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2346594000,Pago,2025-01-31,2025-04-01,False,,3,224.64,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2346593000,Pago,2025-01-31,2025-04-01,False,,3,99.6,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2346587000,Pago,2025-01-31,2025-04-01,False,,3,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526499000,Pago,2025-07-31,2025-08-06,False,,1,141.78,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526483000,Pago,2025-07-31,2025-08-06,False,,1,220.95,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526482000,Pago,2025-07-31,2025-08-06,False,,1,86.7,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526481000,Pago,2025-07-31,2025-08-06,False,,1,144.5,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2346581000,Pago,2025-01-31,2025-04-01,False,,3,262.08,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2059372000,Em dia,2024-02-29,2025-03-28,False,,13,120.72,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2346578000,Pago,2025-01-31,2025-04-01,False,,1,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2346566000,Pago,2025-01-31,2025-04-01,False,,3,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2160637000,Em dia,2024-05-31,2025-03-28,False,,10,94.52,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2346544000,Pago,2025-01-31,2025-04-01,False,,3,236.3,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2160530000,Em dia,2024-05-31,2025-03-28,False,,10,86.7,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2346044000,Pago,2025-01-30,2025-04-01,False,,3,115.6,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2346042000,Pago,2025-01-30,2025-04-01,False,,3,86.7,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2346040000,Pago,2025-01-30,2025-04-01,False,,3,86.7,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2346531000,Pago,2025-01-31,2025-04-01,False,,3,86.7,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2346535000,Pago,2025-01-31,2025-04-01,False,,3,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2346032000,Pago,2025-01-30,2025-04-01,False,,3,57.8,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2346030000,Pago,2025-01-30,2025-04-01,False,,3,57.8,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2160526000,Em dia,2024-05-31,2025-03-28,False,,10,94.52,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2469602000,Pago,2025-05-30,2025-06-04,False,,1,149.4,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2469604000,Pago,2025-05-30,2025-06-04,False,,1,57.8,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2467945000,Pago,2025-05-29,2025-06-04,False,,1,167.0,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2346526000,Pago,2025-01-31,2025-04-01,False,,3,86.7,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2284591000,Pago,2025-01-29,2025-04-01,False,,3,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2346516000,Pago,2025-01-31,2025-04-01,False,,3,94.52,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2346014000,Pago,2025-01-30,2025-04-01,False,,3,224.64,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2284587000,Pago,2025-01-29,2025-04-01,False,,3,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2467942000,Pago,2025-05-29,2025-06-04,False,,1,115.6,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2553032000,Pago,2025-08-29,2025-09-05,False,,1,86.7,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2346010000,Pago,2025-01-30,2025-04-01,False,,3,115.6,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2525556000,Pago,2025-07-30,2025-08-06,False,,1,115.6,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2284895000,Pago,2025-01-29,2025-04-01,False,,3,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2346508000,Pago,2025-01-31,2025-04-01,False,,3,147.3,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2284583000,Pago,2025-01-29,2025-04-01,False,,3,262.08,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2467943000,Pago,2025-05-29,2025-06-04,False,,1,167.0,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2284891000,Pago,2025-01-29,2025-04-01,False,,3,189.04,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2284889000,Pago,2025-01-29,2025-04-01,False,,3,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2345996000,Pago,2025-01-30,2025-04-01,False,,3,86.7,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2526476000,Pago,2025-07-31,2025-08-06,False,,1,86.7,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2525552000,Pago,2025-07-30,2025-08-06,False,,1,115.6,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2160519000,Em dia,2024-05-31,2025-03-28,False,,10,115.6,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526468000,Pago,2025-07-31,2025-08-06,False,,1,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2345994000,Pago,2025-01-30,2025-04-01,False,,3,149.4,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2283620000,Pago,2025-01-29,2025-04-01,False,,3,86.7,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2526470000,Pago,2025-07-31,2025-08-06,False,,1,144.5,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2284860000,Pago,2025-01-29,2025-04-01,False,,3,86.7,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2284858000,Pago,2025-01-29,2025-04-01,False,,3,115.6,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2525548000,Pago,2025-07-30,2025-08-06,False,,1,86.7,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2526455000,Pago,2025-07-31,2025-08-06,False,,1,174.3,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2160512000,Pago,2024-05-31,2025-03-28,False,,11,220.95,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2284857000,Pago,2025-01-29,2025-04-01,False,,3,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2284856000,Pago,2025-01-29,2025-04-01,False,,3,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2345986000,Pago,2025-01-30,2025-04-01,False,,3,147.3,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2525536000,Pago,2025-07-30,2025-08-06,False,,1,115.6,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2284881000,Pago,2025-01-29,2025-04-01,False,,3,115.6,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2160507000,Pago,2024-05-31,2025-03-28,False,,11,94.52,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2525525000,Pago,2025-07-30,2025-08-06,False,,1,115.6,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2284839000,Pago,2025-01-29,2025-04-01,False,,3,86.7,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2524511000,Pago,2025-07-30,2025-08-06,False,,1,147.3,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2345972000,Pago,2025-01-30,2025-04-01,False,,3,149.4,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2346471000,Pago,2025-01-31,2025-04-01,False,,3,94.52,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2284822000,Pago,2025-01-29,2025-04-01,False,,3,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2526458000,Pago,2025-07-31,2025-08-06,False,,1,115.6,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2284816000,Pago,2025-01-29,2025-04-01,False,,3,211.65,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2284813000,Pago,2025-01-29,2025-04-01,False,,3,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2346455000,Pago,2025-01-31,2025-04-01,False,,3,115.6,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2346218000,Pago,2025-01-31,2025-04-01,False,,3,147.3,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2525513000,Pago,2025-07-30,2025-08-06,False,,1,94.52,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2525540000,Pago,2025-07-30,2025-08-06,False,,1,57.8,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2526450000,Pago,2025-07-31,2025-08-06,False,,1,86.7,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2553031000,Pago,2025-08-29,2025-09-05,False,,1,273.9,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2526449000,Pago,2025-07-31,2025-08-06,False,,1,94.52,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2525533000,Pago,2025-07-30,2025-08-06,False,,1,115.6,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2525532000,Pago,2025-07-30,2025-08-06,False,,1,224.64,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2526447000,Pago,2025-07-31,2025-08-06,False,,1,144.5,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526446000,Pago,2025-07-31,2025-08-06,False,,1,94.52,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2525526000,Pago,2025-07-30,2025-08-06,False,,1,46.0,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2525524000,Pago,2025-07-30,2025-08-06,False,,1,57.8,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2524461000,Pago,2025-07-29,2025-08-06,False,,1,94.52,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2526478000,Pago,2025-07-31,2025-08-06,False,,1,147.3,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2525498000,Pago,2025-07-30,2025-08-06,False,,1,149.4,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2526419000,Pago,2025-07-31,2025-08-06,False,,1,524.16,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2160506000,Pago,2024-05-31,2025-03-28,False,,11,299.52,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526441000,Pago,2025-07-31,2025-08-06,False,,1,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526439000,Pago,2025-07-31,2025-08-06,False,,1,250.5,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2525777000,Pago,2025-07-31,2025-08-06,False,,1,115.6,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2470463000,Pago,2025-05-29,2025-06-04,False,,1,189.04,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2345586000,Pago,2025-01-30,2025-04-01,False,,3,57.8,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2525517000,Pago,2025-07-30,2025-08-06,False,,1,57.8,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2345795000,Pago,2025-01-30,2025-04-01,False,,3,374.7,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2284685000,Pago,2025-01-29,2025-04-01,False,,3,596.7,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2284507000,Pago,2025-01-29,2025-04-01,False,,3,464.1,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2525522000,Pago,2025-07-30,2025-08-06,False,,1,57.8,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2284503000,Pago,2025-01-29,2025-04-01,False,,3,596.7,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2525515000,Pago,2025-07-30,2025-08-06,False,,1,167.0,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2525511000,Pago,2025-07-30,2025-08-06,False,,1,94.52,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2346332000,Pago,2025-01-31,2025-04-01,False,,3,861.9,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526434000,Pago,2025-07-31,2025-08-06,False,,1,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2553050000,Pago,2025-08-29,2025-09-05,False,,1,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2525514000,Pago,2025-07-30,2025-08-06,False,,1,86.7,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2523976000,Pago,2025-07-29,2025-08-06,False,,1,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2431945000,Pago,2025-04-30,2025-05-06,False,,1,94.52,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2551734000,Pago,2025-08-28,2025-09-05,False,,1,86.7,2025-12-28,2025-12-31,,False,False,False,D+3 ainda não atingido (dias desde vencimento: None)
2525509000,Pago,2025-07-30,2025-08-06,False,,1,94.52,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2431946000,Pago,2025-04-30,2025-05-06,False,,1,57.8,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2580024000,Pago,2025-09-29,2025-10-08,False,,1,220.95,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2525518000,Pago,2025-07-30,2025-08-06,False,,1,115.6,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2525512000,Pago,2025-07-30,2025-08-06,False,,1,86.7,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2524466000,Pago,2025-07-29,2025-08-06,False,,1,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2526431000,Pago,2025-07-31,2025-08-06,False,,1,373.5,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2467922000,Pago,2025-05-29,2025-06-04,False,,1,189.04,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2524464000,Pago,2025-07-29,2025-08-06,False,,1,86.7,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2524462000,Pago,2025-07-29,2025-08-06,False,,1,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2469538000,Pago,2025-05-30,2025-06-04,False,,1,115.6,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2524460000,Pago,2025-07-29,2025-08-06,False,,1,141.78,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2525504000,Pago,2025-07-30,2025-08-06,False,,1,115.6,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2525503000,Pago,2025-07-30,2025-08-06,False,,1,189.04,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2524457000,Pago,2025-07-29,2025-08-06,False,,1,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2525501000,Pago,2025-07-30,2025-08-06,False,,1,86.7,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2160499000,Pago,2024-05-31,2025-03-28,False,,11,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526477000,Pago,2025-07-31,2025-08-06,False,,1,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2526507000,Pago,2025-07-31,2025-08-06,False,,1,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2524421000,Pago,2025-07-29,2025-08-06,False,,1,57.8,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2469514000,Pago,2025-05-30,2025-06-04,False,,1,352.75,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
2524415000,Pago,2025-07-29,2025-08-06,False,,1,86.7,2025-12-29,2026-01-01,-17,True,False,False,D+3 ainda não atingido (dias desde vencimento: -17)
2160483000,Em dia,2024-05-31,2025-03-28,False,,10,57.8,2025-12-31,2026-01-03,-19,True,False,False,D+3 ainda não atingido (dias desde vencimento: -19)
2525496000,Pago,2025-07-30,2025-08-06,False,,1,174.3,2025-12-30,2026-01-02,-18,True,False,False,D+3 ainda não atingido (dias desde vencimento: -18)
